RTSA-01-SP-LRA-NML 10.255.3.99 2095
RTSA-01-RS-UGN-ITQ 172.16.206.58 20
RTSA-01-RS-SLV-STL 172.16.203.58 117
RTSA-01-RS.SHN.SDM 172.16.119.147 21
RTSA-01-RS-SJA-SBSA 172.17.18.90 73
RTSA-01-RS-TMI-TMI-AIRSW-538 172.17.23.58 30
RJ.RJO.RB1.SW.EX.014 10.255.4.14 20
RTSA-01-SP-MOC-ASP 10.255.3.110 158
RTSA-01-RS-LVH-LVH 172.16.2.50 12
RTSA-01-SP-POI-INT-POI 10.255.3.97 4
SWAC-05-RS-PAE-STC 172.16.211.219 59
SWAC-01-SP-POI-TIG-POI 10.255.3.77 1
RTSA-02-SP-CNH-CNH 10.255.3.65 1
RTSA-01-SP-SPO-VRO-VOZ_SW-709 172.24.70.11 319
RTSA-01-RS-FCA-FCU-AIRSW-106 172.16.46.106 36
SWAC-01-RS-VAO-VM2 10.255.0.98 28
swac-03-rs-tri-tdi 172.16.222.162 25
AIRSW-642-SEBRATEL 10.255.0.125 12
SWAC-01-RS-PMM-CID2221-airsw-732 172.16.157.170 14
RTSA-01-SP-SPO-PJD 10.255.3.90 127
RTSA-01-RS-TRI-TDI-AIRSW-684 172.16.222.186 52
swac-01-rs-rrs-rsl 172.17.14.58 3467
RTSA-01-RS.RRS.RSL 172.17.14.60 3438
RTSA-01-SP-DTC-EQ1-POI 10.255.3.7 10
SWAC-01-RS-SHN-SDM 172.16.119.146 45
RTSA-01-SP-CPR-OSO 10.255.3.12 11
RTSA-01-RS-CQI-CQI 172.17.43.50 16
RTSA-01-SP-BTU-BTU 10.255.3.14 6
RTSA-01-SP-JAI-IND 10.255.3.18 7
RTSA-01-RS-SUV-SND 172.16.253.98 21
SWAC-01-RS-CFD-CDI 172.16.248.90 10
RSTA-01-RJ-RJO-RB1-VOZ 172.28.1.2 69
BA.SDR.INT.SW.EX.146 10.255.146.0 3
SWAC-01-SP-AAS-ARS 10.255.3.102 10
RTPE-01-RS-PAE-HMT 172.16.1.52 1
RTSA-01-RS-PKA-PCA 172.16.22.179 4
SWAC-03-RS-DSR-DOI-AIRSW-690 172.17.29.146 31
RTSA-01-SP-LEP-JAG 10.255.3.27 3
CE.FLA.LV3.SW.EX.1 10.255.6.1 4
SWAC-01-RS-RZO-INFO 172.16.29.250 20
RTSA-01-SP-IAQ-ITQ 10.255.3.107 5
SWAC-01-SP-IIA-AR-52 10.255.3.52 1
SWAC-01-SP-ARQ-ARQ 10.255.3.71 371
RJ.RJO.LZN.SW.EX.103.6 11.255.103.0 5
SWAC-01-RS.CND.CLA-AIRSW-764 172.16.143.195 14
SWAC-01-RS-PMM-PMI 172.16.157.122 171
airsw-626.stech.net.br 172.16.212.66 38
SWAC-01-RS-CQI-CQI-airsw-707 172.17.43.51 10
RTSA-01-SP-CNH-CNH 10.255.3.13 3
RTSA-01-SP-AAS-ARS 10.255.3.89 3
RTSA-01-MG-BHE-BPT-VOZ 172.31.100.34 503
RTSA-01-SP-DTC-ACT-POI 10.255.3.75 4
RJ.RJO.GLB.SW.EX.001 10.255.4.31 20
RTSA-02-PR-CTA-LV3-POI_SW-683 172.22.0.162 4
SWAC-04-RS-PAS-SPA 172.16.52.76 21
RTPE-01-RS-PAE-JOA 172.17.45.210 170
BHE-PAM-01-RE-CR-X670-100 10.150.247.251 4308
SW-BHE-BPT-01-RE-CR-X670-100 10.150.247.252 6909
SW-STE-01-RE-CR-X670-100 10.150.247.253 13110
SW-SRA-01-RE-CR-X670-100 10.150.247.254 7638
Airsw-78 172.16.0.226 164
SWAC-01-RS-PAS-SPA-AS274 172.16.103.107 172
airsw-580.stech.net.br 172.16.24.194 21
airsw-723.stech.net.br 172.16.68.186 26
RJ.RJO.SCT.SW.EX.022 172.31.100.194 614
RTSA-01-RS-GTI-GTI4 172.16.165.50 197
RTSA-01-RS-PLT-PEL 172.16.45.234 98
airsw-183.stech.net.br 172.16.17.194 28
SWAC-01-RS-PAE-STC 172.16.184.228 433
rtsa-01-rs-sfp-ivd 172.16.21.115 41
RTSA-01-SP-RCO-ALM 172.24.106.3 28
swac-01-rs-ros-rcs 172.16.23.114 25
SWAC-01-RS-ESU-ELD 172.16.34.218 133
SWAC-01-RS-NHO-NH1 172.16.37.99 216
SWAC-01-RS-RGR-CID4606 172.16.138.154 30
SWAC-01-RS-RGR-RG2 172.16.138.202 32
SWAC-01-RS-SLG-ALG 172.16.208.58 201
AIRSW-729-vetorial 172.16.235.252 68
SWAC-01-RS-SLL-SLO 172.16.234.51 25
SWAC-01-SC-BNU-BNU_SW-597 172.20.11.10 12
SWAC-01-SC-CUA-CRI_SW-734 172.20.1.98 26
SWAC-01-SC-FNS-FNS_SW-469 172.20.4.10 70
SWAC-01-SC-IQI-ITA_SW-563 172.20.8.10 22
SWAC-01-SC-JGS-JGS_SW-505 172.20.5.10 15
SWAC-01-SC-SBS-SBS_SW-624 172.20.16.10 8
SWAC-01-SP-BRE-ALP 172.24.121.180 1257
SWAC-01-SP-SPO-SMR 172.24.173.35 344
SWAC-02-RS-BGE-BGE 172.16.250.122 640
SWAC-02-RS-LJO-LJ2 172.16.142.107 407
SWAC-02-RS-NHO-NH1 172.16.88.50 79
SWAC-02-RS-PAS-SPA-AS138 172.16.52.75 64
SWAC-02-RS-PLT-CID1850 172.16.96.66 117
SWAC-05-RS-PAE-HMT 172.16.58.70 3570
swac-02-rs-plt-pl2 172.16.235.178 107
SWAC-04-RS-KDK-CCA-ID1775 172.16.69.106 25
SWAC-02-RS-SMA-PEB 172.17.2.114 53
SWAC-02-SP-DDA-DDA 172.24.191.11 406
SWAC-03-RS-CAM-CAM 172.16.26.186 170
SWAC-03-RS-ESU-ELD 172.16.85.58 63
SWAC-03-RS-GUB-GUA 172.16.233.98 57
SWAC-03-RS-LJO-LJ2 172.16.142.114 376
SWAC-03-RS-NHO-NH1 172.16.88.51 86
SWAC-03-RS-PAS-PA2 172.16.39.187 119
SWAC-03-RS-PLT-PL2 172.16.235.50 3910
SWAC-03-RS-UGN-UGA 172.16.202.60 4540
SWAC-04-RS-BGE-BGE 172.16.250.50 2833
SWAC-04-RS-GUB-GUA 172.16.233.50 106
SWAC-04-RS-PAS-PA2 172.16.90.146 395
SWAC-04-RS-RGR-RG2 172.16.138.204 27
SWAC-04-RS-SLE-SLD 172.17.32.66 142
SWAC-04-RS-SMA-PEB 172.17.2.50 51
SWAC-04-RS-TQR-TQR 172.16.49.98 163
SWAC-04-SP-SCN-SCS 172.24.43.124 4819
SWAC-05-RS-CSL-UVA 172.17.17.82 2875
SPO.MMM.MMM.SW.EX.002 172.24.15.2 1424
SWAC-05-RS-PAS-SPA 172.16.103.210 60
SWAC-05-RS-RGR-RG2 172.16.138.74 218
SWAC-05-RS-SLE-SLD 172.16.35.90 377
SWAC-08-RS-PAE-FLR 172.16.4.90 603
SP.SPO.VRAO.SW.EX.002 172.24.70.2 18093
SP.SPO.BTU.SW.EX.072 172.24.79.2 3
SWAC-10-RS-SLL-SLO 172.16.234.50 67
SWAC-02-SP-DTC-LV3-POI 172.31.111.59 5346
SWAC-08-RS-CSL-UVA 172.31.96.34 1405
SWAC-07-RS-CSL-CID3011-AIRSW-455 172.31.96.36 128
