RJ.RJO.ALG1.SW.EX.010 10.255.4.10 40
BA.SDR.CDA.SW.EX.2 10.255.5.2 46
SLA-BVT-01-CR-X670-001 10.150.109.5 44
VPN-IND-01-CR-X670-48x-001 10.150.109.2 43
RTSA-01-SP-SPO-PDM 10.255.3.19 40
SWAC-01-RS-PAE-CGO 172.16.186.154 42
RTSA-02-PR-CTA-VQM_AIRSW-457 172.22.0.2 43
RTSA-01-RS-PMB-PMI 172.16.127.242 42
RTSA-01-RS-LJO-LJO 172.16.142.61 40
SWAC-14-RS-PAE-STC 172.16.249.138 39
SWAC-01-RS-IJU-ISU 172.16.152.66 40
RJ.RJO.PLC.SW.EX.006 10.255.4.6 33
RTSA-01-RS-FRL-FAR 172.16.15.66 38
RJ.RJO.CIT.SW.EX.007 10.255.4.7 36
RTSA-01-SP-SPO-TRT 10.255.3.79 9
RTSA-01-SP-DTC-ODT-POI 10.255.3.104 36
RJ.RJO.DHC.SW.EX.028 10.255.4.28 36
RTSA-01-RS.SCR.GAN 172.16.81.139 33
AIRSW-052 172.16.2.10 33
SWAC-07-SP-SPO-PDM 10.255.3.86 33
RJ.RJO.CIV.SW.EX.021 10.255.4.21 32
RTSA-01-RS-BGV-BGO-AIRSW-577 172.16.129.170 32
RTSA-01-GTI-GVI 172.16.62.59 32
SWAC-04-SP-STS-STS 10.255.3.2 26
RTSA-01-SP-SPO-TTP 10.255.3.43 31
RTSA-01-RS-PAE-POL 172.16.8.138 31
RTSA-01-SP-SPO-PPH 10.255.3.80 28
rtsa-01-mg-mcl-mcl 10.150.109.8 31
RTSA-01-RS.SMA.JMS-AIRSW-552 172.16.205.178 29
RTSA-01-RS-NVSR-NSR 172.16.113.58 30
RJ.RJO.SCT.SW.EX.023 10.255.4.23 29
RTSA-01-RS-DDO-GM2 172.16.117.138 29
RTSA-01-SP-SPO-CAT 10.255.3.139 16
RTSA-01-SP-POI-TIG-POI 10.255.3.87 25
RTSA-01-SP-DTC-LCW-POI 10.255.3.70 12
RTPE-01-SP-SPO-VRAO 172.24.166.6 27
RTSA-01-SCR-SCL 172.16.81.154 26
RJ.RJO.ANC.SW.EX.029 10.255.4.29 26
RTSA-06-PAE-STC 172.16.0.90 24
RTSA-01-RS-IJI-ISU 172.16.152.114 25
RTSA-01-RS-CCR-CC1 172.16.78.162 25
RTSA-01-SP-POI-NEX-POI 10.255.3.49 25
RTSA-01-SP-SPO-MOO 10.255.3.1 22
RTSA-01-RS-MGO-MNG 172.16.104.122 23
RTSA-01-RS-TRF-TRF 172.16.236.74 24
SWAC-01-RS-PAE-FLR 172.16.4.178 25
SWAC-08-SP-SPO-PDM 10.255.3.113 24
RTSA-01-RS-OSR-OSR 172.16.12.91 20
SWAC-01-SP-DTC-EQ1-POI 10.255.3.8 15
RTSA-02-RS-SAN-SMA 172.16.180.52 23
RTSA-01-RS-IJH-IJH_SW-186 172.16.20.50 23
RTSA-01-RS-VAO-VM2 172.16.225.138 22
RTSA-01-RS-CEN-CA2 172.16.83.58 22
RJ.RJO.ARZ.SW.EX.030 10.255.4.30 failure
RTSA-01-SP-SPO-NVA 10.255.3.20 20
swac-04-rs-tri-tdi 172.16.222.146 22
SWAC-03-RS-SRO-SRO 172.16.213.58 21
SWAC-02-SP-CAS-CAS 10.255.3.88 21
RJ.RJO.FLA.SW.EX.027 10.255.4.27 21
RTSA-02-SC-PAC-GAL_SW-422 172.20.0.2 21
RTSA-01-SP-RPO-SLM 10.255.3.17 20
RTPE-01-SP-SPO-BRF 172.24.138.157 21
RTSA-01-RS-VAA-VCA 172.16.92.58 20
SWAC-01-SP-DDA-DDA 10.255.3.91 20
RTSA-01-RS-SIV-SIV 172.16.203.98 20
RJ.RJO.ALG1.SW.EX.015 10.255.4.15 19
RTSA-02-SP-CAS-CAS 10.255.3.11 19
RTSA-01-RS-TUN-HMO 172.16.22.210 19
PLO-MAG-01-CR-X670-48x-001 10.150.109.4 19
RJ.RJO.MEN.SW.EX.018 10.255.4.18 14
SWAC-01-RS-PAE-HMT 172.17.25.66 18
RJ.RJO.TLP.SW.EX.013 10.255.4.13 18
SWAC-01-SP-OCO-OCO 10.255.3.147 17
SWAC-01-RS-KDK-CCA 172.16.69.91 15
RTSA-01-SP-SPO-STN 10.255.3.9 13
rtsa-02-sp-mmm-jos 10.255.3.135 14
RTSA-01-RS-SGB-PFO 172.16.232.58 15
RTSA-01-SP-MMM-JOS 10.255.3.92 16
RTSA-01-RS.SEE.SPE 172.16.155.194 16
RTSA-03-SP-DTC-EQ2-POI 10.255.3.122 15
RTSA-01-RS-BPR-BMP 172.16.181.130 14
SWAC-01-SP-DTC-ACT-POI 10.255.3.50 13
RTSA-01-SP-SPO-POA 10.255.3.33 12
RTSA-02-RS-TES-TR1_AIRSW-432 172.17.4.58 15
RTSA-01-SP-SPO-LIB 10.255.3.81 14
RJ.RJO.GPK.SW.EX.009 10.255.4.9 13
swac-02-sc-pac-gal 172.20.0.50 15
RTSA-01-RS-VAO-MRU 172.16.169.154 13
RTSA-03-RS-SDD-SLD 172.16.135.154 14
SWAC-02-RS-CAN-CSU-AIRSW-753 172.17.44.50 14
SWAC-04-RS-PAE-PTS 172.17.30.50 14
BCV-PER-01-CR-X670-001.4 10.150.109.9 14
SWAC-01-RS.SMA.JMS-AIRSW-731 172.16.200.52 13
RTSA-01-RS-NPT-NP3-AIRSW-565 172.16.42.106 13
RTSA-01-RS-SIA-SI2 172.17.16.58 13
RTSA-01-RS.SMA.SMA-AIRSW-392 172.16.188.82 13
RTSA-01-RS-SAN-SMA 172.16.180.146 13
rtsa-01-rs-cza-cz2 172.16.140.74 12
rtsa-01-rs-jcs-jcs 172.17.3.58 12
RTSA-01-RS-GAO-GRE 172.16.51.130 12
SWAC-01-RS-SJA-SBSA 172.17.18.58 12
RJ.RJO.PEN.SW.EX.008 10.255.4.8 11
RTPE-01-RJ-RJO-SCR 172.28.22.100 12
RTSA-01-RS-CND-CD1 172.16.143.194 11
RTSA-01-RS-CIO-CRN 172.16.29.218 11
RTSA-01-SP-SJV-SJV 10.255.3.109 11
SWAC-01-SP-SPO-VGE 10.255.3.76 11
SWAC-04-PR-CTA-VQM_SW-679 172.22.0.138 11
RTSA-01-SP-PGE-STI 10.255.3.5 13
RTSA01-RS.FWN.FDW-airsw-444 172.17.5.50 11
SWAC-01-RS-POI-TIM-POI-SW155 172.16.184.114 11
RTSA-01-SP-SOC-NMS 10.255.3.53 10
RJ-SCT-VOZ-SW-032 10.255.0.73 11
RTSA-01-SP-RPO-RRP 10.255.3.51 9
RJ.RJO.PLC.SW.EX.017 10.255.4.17 11
CE.FLA.SPO.SW.EX.03 10.255.6.3 11
RTSA-01-SP-ARQ-ARQ 10.255.3.16 9
RTSA-01-RS-NVP-NPS 172.16.40.52 10
RJ.RJO.PDF.SW.JN.051 11.255.51.0 7
RTSA-01-SP-SPO-AME 10.255.3.82 10
RTSA-01-SP-BRU-BRU 10.255.3.15 10
RTSA-01-SP-INE-MPR 10.255.3.6 10
RTSA-01-SP-CAS-DTC-TIM 10.255.3.93 9
RTSA-01-RS-VAI-VEN 172.16.36.106 9
RTSA-01-RS-CFD-CDI 172.16.248.50 9
RTSA-01-RS-TEP-TEP 172.17.11.58 9
RTSA-01-RS-TJR-TPJ 172.16.145.114 8
RTSA-01-SP-STS-STS 10.255.3.121 10
RTSA-01-SP-DTC-IBM-POI 10.255.3.134 9
SWAC-02-RS-KDK-CCA-AIRSW-578 172.16.69.114 10
SWAC-01-RS-CIO-CRN 172.16.29.202 8
RTSA-01-RS-TES-TEF_SW-320 172.16.50.68 8
RTSA-01-RS-DPO-DPO 172.17.12.58 8
RTSA-01-SP-JAI-JAI 10.255.3.25 8
RTSA-01-RS-CLB-CLB 172.16.175.53 8
SWAC-01-SP-LRA-NML 10.255.3.100 8
RTSA-01-SP-BEP-SPS 10.255.3.72 8
RJ.RJO.SCR.SW.EX.016 10.255.4.16 8
RTSA-01-SP-SPO-BRF-VOZ_SW-021 10.255.0.52 8
RTSA-01-SP-JAU-JAU 10.255.3.73 8
RTPE-01-RJ-RJO-TLP 172.28.24.26 8
CE.FLA.SPO.SW.EX.2 10.255.6.2 8
RTSA-04-SP-DTC-EQ2-POI 10.255.3.136 3
RTSA-01-RS-KDK-CCA-AIRSW-685 172.16.69.122 7
RTSA-01-RS-PMM-PMI 172.16.157.90 7
SWAC-02-RS-VAI-VEN 172.16.36.138 7
RTSA-01-SP-SPO-UOL-POI 10.255.3.34 7
RTSA-01-SP-PDI-PDI 10.255.3.74 7
RTSA-01-PR-CTA-LV3-POI_SW-621 172.22.0.98 7
RTSA-01-MG-BHE-SER-VOZ(AIRSW-695) 10.255.0.162 7
RTPE-01-MG-BHE-BPT 10.150.21.9 7
SWAC-01-SP-CPR-OSO 10.255.3.64 6
RTSA-01-SP-DTC-GVT-POI 10.255.3.55 0
RTSA-01-RS-SRO-SRO 172.16.213.60 6
RTSA-01-RS-HZA-HZA 172.17.22.58 6
RTSA-01-RS-GRD-GRD 172.17.9.58 6
RTSA-01-RS-SBY-SEB 172.16.190.114 6
SWAC-01-SP-SOC-NMS 10.255.3.61 6
RTSA-01-SP-LRA-NML 10.255.3.99 6
RTSA-01-RS-UGN-ITQ 172.16.206.58 6
RTSA-01-RS-SLV-STL 172.16.203.58 6
RTSA-01-RS.SHN.SDM 172.16.119.147 5
RTSA-01-RS-SJA-SBSA 172.17.18.90 5
RTSA-01-RS-TMI-TMI-AIRSW-538 172.17.23.58 5
RJ.RJO.RB1.SW.EX.014 10.255.4.14 5
RTSA-01-SP-MOC-ASP 10.255.3.110 5
RTSA-01-RS-LVH-LVH 172.16.2.50 5
RTSA-01-SP-POI-INT-POI 10.255.3.97 5
SWAC-05-RS-PAE-STC 172.16.211.219 5
SWAC-01-SP-POI-TIG-POI 10.255.3.77 5
RTSA-02-SP-CNH-CNH 10.255.3.65 3
RTSA-01-SP-SPO-VRO-VOZ_SW-709 172.24.70.11 4
RTSA-01-RS-FCA-FCU-AIRSW-106 172.16.46.106 4
SWAC-01-RS-VAO-VM2 10.255.0.98 4
swac-03-rs-tri-tdi 172.16.222.162 3
AIRSW-642-SEBRATEL 10.255.0.125 4
SWAC-01-RS-PMM-CID2221-airsw-732 172.16.157.170 4
RTSA-01-SP-SPO-PJD 10.255.3.90 3
RTSA-01-RS-TRI-TDI-AIRSW-684 172.16.222.186 3
swac-01-rs-rrs-rsl 172.17.14.58 3
RTSA-01-RS.RRS.RSL 172.17.14.60 3
RTSA-01-SP-DTC-EQ1-POI 10.255.3.7 3
SWAC-01-RS-SHN-SDM 172.16.119.146 3
RTSA-01-SP-CPR-OSO 10.255.3.12 2
RTSA-01-RS-CQI-CQI 172.17.43.50 2
RTSA-01-SP-BTU-BTU 10.255.3.14 2
RTSA-01-SP-JAI-IND 10.255.3.18 2
RTSA-01-RS-SUV-SND 172.16.253.98 2
SWAC-01-RS-CFD-CDI 172.16.248.90 2
RSTA-01-RJ-RJO-RB1-VOZ 172.28.1.2 2
BA.SDR.INT.SW.EX.146 10.255.146.0 1
SWAC-01-SP-AAS-ARS 10.255.3.102 2
RTPE-01-RS-PAE-HMT 172.16.1.52 2
RTSA-01-RS-PKA-PCA 172.16.22.179 2
SWAC-03-RS-DSR-DOI-AIRSW-690 172.17.29.146 2
RTSA-01-SP-LEP-JAG 10.255.3.27 1
CE.FLA.LV3.SW.EX.1 10.255.6.1 2
SWAC-01-RS-RZO-INFO 172.16.29.250 2
RTSA-01-SP-IAQ-ITQ 10.255.3.107 1
SWAC-01-SP-IIA-AR-52 10.255.3.52 1
SWAC-01-SP-ARQ-ARQ 10.255.3.71 1
RJ.RJO.LZN.SW.EX.103.6 11.255.103.0 1
SWAC-01-RS.CND.CLA-AIRSW-764 172.16.143.195 1
SWAC-01-RS-PMM-PMI 172.16.157.122 1
airsw-626.stech.net.br 172.16.212.66 1
SWAC-01-RS-CQI-CQI-airsw-707 172.17.43.51 0
RTSA-01-SP-CNH-CNH 10.255.3.13 0
RTSA-01-SP-AAS-ARS 10.255.3.89 0
RTSA-01-MG-BHE-BPT-VOZ 172.31.100.34 0
RTSA-01-SP-DTC-ACT-POI 10.255.3.75 0
RJ.RJO.GLB.SW.EX.001 10.255.4.31 0
RTSA-02-PR-CTA-LV3-POI_SW-683 172.22.0.162 0
SWAC-04-RS-PAS-SPA 172.16.52.76 0
RTPE-01-RS-PAE-JOA 172.17.45.210 0
BHE-PAM-01-RE-CR-X670-100 10.150.247.251 0
SW-BHE-BPT-01-RE-CR-X670-100 10.150.247.252 0
SW-STE-01-RE-CR-X670-100 10.150.247.253 0
SW-SRA-01-RE-CR-X670-100 10.150.247.254 0
Airsw-78 172.16.0.226 0
SWAC-01-RS-PAS-SPA-AS274 172.16.103.107 0
airsw-580.stech.net.br 172.16.24.194 0
airsw-723.stech.net.br 172.16.68.186 0
RJ.RJO.SCT.SW.EX.022 172.31.100.194 0
RTSA-01-RS-GTI-GTI4 172.16.165.50 0
RTSA-01-RS-PLT-PEL 172.16.45.234 0
airsw-183.stech.net.br 172.16.17.194 0
SWAC-01-RS-PAE-STC 172.16.184.228 0
rtsa-01-rs-sfp-ivd 172.16.21.115 0
RTSA-01-SP-RCO-ALM 172.24.106.3 0
swac-01-rs-ros-rcs 172.16.23.114 0
SWAC-01-RS-ESU-ELD 172.16.34.218 0
SWAC-01-RS-NHO-NH1 172.16.37.99 0
SWAC-01-RS-RGR-CID4606 172.16.138.154 0
SWAC-01-RS-RGR-RG2 172.16.138.202 0
SWAC-01-RS-SLG-ALG 172.16.208.58 0
AIRSW-729-vetorial 172.16.235.252 0
SWAC-01-RS-SLL-SLO 172.16.234.51 0
SWAC-01-SC-BNU-BNU_SW-597 172.20.11.10 0
SWAC-01-SC-CUA-CRI_SW-734 172.20.1.98 0
SWAC-01-SC-FNS-FNS_SW-469 172.20.4.10 0
SWAC-01-SC-IQI-ITA_SW-563 172.20.8.10 0
SWAC-01-SC-JGS-JGS_SW-505 172.20.5.10 0
SWAC-01-SC-SBS-SBS_SW-624 172.20.16.10 0
SWAC-01-SP-BRE-ALP 172.24.121.180 0
SWAC-01-SP-SPO-SMR 172.24.173.35 0
SWAC-02-RS-BGE-BGE 172.16.250.122 0
SWAC-02-RS-LJO-LJ2 172.16.142.107 0
SWAC-02-RS-NHO-NH1 172.16.88.50 0
SWAC-02-RS-PAS-SPA-AS138 172.16.52.75 0
SWAC-02-RS-PLT-CID1850 172.16.96.66 0
SWAC-05-RS-PAE-HMT 172.16.58.70 0
swac-02-rs-plt-pl2 172.16.235.178 0
SWAC-04-RS-KDK-CCA-ID1775 172.16.69.106 2
SWAC-02-RS-SMA-PEB 172.17.2.114 0
SWAC-02-SP-DDA-DDA 172.24.191.11 45
SWAC-03-RS-CAM-CAM 172.16.26.186 0
SWAC-03-RS-ESU-ELD 172.16.85.58 0
SWAC-03-RS-GUB-GUA 172.16.233.98 0
SWAC-03-RS-LJO-LJ2 172.16.142.114 0
SWAC-03-RS-NHO-NH1 172.16.88.51 0
SWAC-03-RS-PAS-PA2 172.16.39.187 0
SWAC-03-RS-PLT-PL2 172.16.235.50 1
SWAC-03-RS-UGN-UGA 172.16.202.60 0
SWAC-04-RS-BGE-BGE 172.16.250.50 0
SWAC-04-RS-GUB-GUA 172.16.233.50 0
SWAC-04-RS-PAS-PA2 172.16.90.146 0
SWAC-04-RS-RGR-RG2 172.16.138.204 0
SWAC-04-RS-SLE-SLD 172.17.32.66 0
SWAC-04-RS-SMA-PEB 172.17.2.50 0
SWAC-04-RS-TQR-TQR 172.16.49.98 0
SWAC-04-SP-SCN-SCS 172.24.43.124 12
SWAC-05-RS-CSL-UVA 172.17.17.82 0
SPO.MMM.MMM.SW.EX.002 172.24.15.2 0
SWAC-05-RS-PAS-SPA 172.16.103.210 0
SWAC-05-RS-RGR-RG2 172.16.138.74 0
SWAC-05-RS-SLE-SLD 172.16.35.90 0
SWAC-08-RS-PAE-FLR 172.16.4.90 0
SP.SPO.VRAO.SW.EX.002 172.24.70.2 0
SP.SPO.BTU.SW.EX.072 172.24.79.2 0
SWAC-10-RS-SLL-SLO 172.16.234.50 0
SWAC-02-SP-DTC-LV3-POI 172.31.111.59 0
SWAC-08-RS-CSL-UVA 172.31.96.34 0
SWAC-07-RS-CSL-CID3011-AIRSW-455 172.31.96.36 0
